Parameter Name,Site_keys,LU,ppm
Suspended particulate (TSP),[ 27.946688 -82.731767],"{'Commercial and Services': 0.14, 'Residential': 0.81, 'Other urban or built-up land': 0.05}",41.2
Suspended particulate (TSP),[ 27.784749 -82.659265],"{'Commercial and Services': 0.05555555555555555, 'Residential': 0.7222222222222222, 'Other urban or built-up land': 0.17592592592592593, 'Transportation, communications and services': 0.046296296296296294}",42.83871
Suspended particulate (TSP),[ 27.785866 -82.739875],"{'Commercial and Services': 0.3925233644859813, 'Residential': 0.6074766355140186}",47.404255
Suspended particulate (TSP),[ 27.863635 -82.623153],"{'Commercial and Services': 0.25, 'Residential': 0.05, 'Streams and canals': 0.12, 'Forested wetland': 0.55, 'Cropland and pasture': 0.03}",36.470588
Suspended particulate (TSP),[ 27.8928   -82.791492],"{'Residential': 0.8620689655172413, 'Orchards, groves, vineyards, nurseries..': 0.13793103448275862}",42.64
Suspended particulate (TSP),[ 27.894744 -82.774546],"{'Commercial and Services': 0.19811320754716982, 'Residential': 0.7264150943396226, 'Other urban or built-up land': 0.05660377358490566, 'Evergreen forest land': 0.018867924528301886}",26.577778000000002
Suspended particulate (TSP),[ 27.894468 -82.719823],"{'Commercial and Services': 0.56, 'Residential': 0.3, 'Cropland and pasture': 0.14}",54.529412
Suspended particulate (TSP),[ 27.993908 -82.693989],{'Residential': 1.0},50.103448
Suspended particulate (TSP),[ 28.050295 -82.771768],"{'Residential': 0.41, 'Forested wetland': 0.04, 'Other urban or built-up land': 0.01, 'Orchards, groves, vineyards, nurseries..': 0.27, 'Evergreen forest land': 0.27}",50.714286
Suspended particulate (TSP),[ 28.090299 -82.700707],"{'Residential': 0.25, 'Forested wetland': 0.27, 'Cropland and pasture': 0.47, 'Lakes': 0.01}",37.22449
Suspended particulate (TSP),[ 28.163902 -82.773713],"{'Residential': 0.31, 'Streams and canals': 0.42, 'Industrial': 0.27}",43.982759
Suspended particulate (TSP),[ 27.88086  -81.828693],"{'Commercial and Services': 0.11, 'Residential': 0.63, 'Industrial and commercial complexes': 0.03, 'Orchards, groves, vineyards, nurseries..': 0.23}",48.254236999999996
Suspended particulate (TSP),[ 27.896971 -81.973139],"{'Commercial and Services': 0.026595744680851064, 'Strip mines, quarries and gravel pits': 0.5319148936170213, 'Residential': 0.44148936170212766}",56.947368000000004
Suspended particulate (TSP),[ 27.79614  -81.983418],"{'Strip mines, quarries and gravel pits': 0.34, 'Orchards, groves, vineyards, nurseries..': 0.19, 'Residential': 0.47}",74.239482
Suspended particulate (TSP),[ 27.82975  -81.933973],{'Herbaceous Rangeland': 1.0},42.0
Suspended particulate (TSP),[ 27.892804 -81.965084],"{'Commercial and Services': 0.0916030534351145, 'Strip mines, quarries and gravel pits': 0.7633587786259542, 'Residential': 0.1450381679389313}",52.090032
Suspended particulate (TSP),[ 27.856418 -82.017633],"{'Industrial': 0.19, 'Cropland and pasture': 0.81}",36.423077
Suspended particulate (TSP),[ 28.091407 -81.941471],"{'Reservoirs': 0.1388888888888889, 'Lakes': 0.09259259259259259, 'Transitional areas': 0.7685185185185185}",42.5
Suspended particulate (TSP),[ 29.662468 -81.687862],"{'Cropland and pasture': 0.11, 'Transportation, communications and services': 0.66, 'Evergreen forest land': 0.23}",58.770832999999996
Suspended particulate (TSP),[ 30.951572 -87.150803],"{'Commercial and Services': 0.2, 'Residential': 0.28, 'Cropland and pasture': 0.52}",63.811321
Suspended particulate (TSP),[ 27.322546 -82.450374],"{'Commercial and Services': 0.04, 'Residential': 0.41, 'Cropland and pasture': 0.43, 'Evergreen forest land': 0.12}",53.07843100000001
Suspended particulate (TSP),[ 27.16283  -82.088699],"{'Forested wetland': 0.18699186991869918, 'Herbaceous Rangeland': 0.8130081300813008}",52.114754
Suspended particulate (TSP),[ 28.814437 -81.268398],"{'Commercial and Services': 0.85, 'Residential': 0.02, 'Lakes': 0.13}",41.528302000000004
Suspended particulate (TSP),[ 28.812214 -81.323121],"{'Cropland and pasture': 0.9, 'Evergreen forest land': 0.1}",43.916667
Suspended particulate (TSP),[ 29.891353 -81.890653],{'Evergreen forest land': 1.0},45.105263
Suspended particulate (TSP),[ 29.86608  -81.311461],"{'Streams and canals': 0.14, 'Nonforested wetland': 0.51, 'Evergreen forest land': 0.35}",50.875
Suspended particulate (TSP),[ 29.806913 -81.530636],"{'Forested wetland': 0.26, 'Evergreen forest land': 0.74}",34.234043
Suspended particulate (TSP),[ 27.449206 -80.322272],"{'Commercial and Services': 0.03, 'Residential': 0.05, 'Bays and estuaries': 0.43, 'Industrial': 0.49}",42.15
Suspended particulate (TSP),[ 27.441706 -80.352551],"{'Commercial and Services': 0.1962025316455696, 'Residential': 0.6329113924050633, 'Evergreen forest land': 0.10126582278481013, 'Transitional areas': 0.06962025316455696}",41.6
Suspended particulate (TSP),[ 27.451984 -80.329216],"{'Commercial and Services': 0.06, 'Residential': 0.78, 'Industrial': 0.16}",44.557377
Suspended particulate (TSP),[ 27.445873 -80.326994],"{'Commercial and Services': 0.24, 'Residential': 0.4, 'Industrial': 0.36}",53.0
Suspended particulate (TSP),[ 27.455872 -80.327828],"{'Residential': 0.84, 'Bays and estuaries': 0.07, 'Industrial': 0.09}",54.609756000000004
Suspended particulate (TSP),[ 27.458649 -80.316716],"{'Residential': 0.25, 'Bays and estuaries': 0.75}",64.2
Suspended particulate (TSP),[ 27.399762 -80.367551],"{'Residential': 0.32, 'Orchards, groves, vineyards, nurseries..': 0.65, 'Herbaceous Rangeland': 0.03}",51.071428999999995
Suspended particulate (TSP),[ 30.125213 -83.555426],"{'Residential': 0.13043478260869565, 'Cropland and pasture': 0.7130434782608696, 'Evergreen forest land': 0.1565217391304348}",51.4
Suspended particulate (TSP),[ 28.865268 -81.317565],"{'Cropland and pasture': 0.6062992125984252, 'Evergreen forest land': 0.3937007874015748}",50.897814
Suspended particulate (TSP),[ 33.153413 -83.23569 ],"{'Residential': 0.11731843575418995, 'Reservoirs': 0.13966480446927373, 'Transportation, communications and services': 0.18435754189944134, 'Evergreen forest land': 0.5586592178770949}",36.52
Suspended particulate (TSP),[ 34.176764 -84.786882],"{'Commercial and Services': 0.18, 'Residential': 0.45, 'Transportation, communications and services': 0.23, 'Strip mines, quarries and gravel pits': 0.14}",41.285714
Suspended particulate (TSP),[ 32.915415 -83.704624],"{'Evergreen forest land': 0.36752136752136755, 'Transportation, communications and services': 0.48717948717948717, 'Mixed forest land': 0.1452991452991453}",33.931818
Suspended particulate (TSP),[ 32.886527 -83.674624],"{'Commercial and Services': 0.17073170731707318, 'Residential': 0.18292682926829268, 'Transportation, communications and services': 0.4817073170731707, 'Mixed forest land': 0.16463414634146342}",50.456522
Suspended particulate (TSP),[ 32.777455 -83.641096],{'Industrial': 1.0},53.18181800000001
Suspended particulate (TSP),[ 32.809584 -83.644347],"{'Commercial and Services': 0.26, 'Residential': 0.67, 'Other urban or built-up land': 0.07}",42.821428999999995
Suspended particulate (TSP),[ 32.842639 -83.628235],"{'Commercial and Services': 0.81, 'Residential': 0.03, 'Other urban or built-up land': 0.05, 'Transportation, communications and services': 0.11}",57.055556
Suspended particulate (TSP),[ 32.825972 -83.565734],"{'Residential': 0.05, 'Transportation, communications and services': 0.82, 'Evergreen forest land': 0.13}",62.37931
Suspended particulate (TSP),[ 30.844124 -81.55232 ],"{'Commercial and Services': 0.08, 'Streams and canals': 0.14, 'Other urban or built-up land': 0.21, 'Evergreen forest land': 0.57}",35.76
Suspended particulate (TSP),[ 32.407395 -82.065675],"{'Commercial and Services': 0.22, 'Residential': 0.15, 'Cropland and pasture': 0.63}",35.705882
Suspended particulate (TSP),[ 33.572888 -85.098001],"{'Commercial and Services': 0.66, 'Residential': 0.34}",56.283018999999996
Suspended particulate (TSP),[ 34.920355 -85.110784],"{'Commercial and Services': 0.08035714285714286, 'Residential': 0.8125, 'Industrial': 0.10714285714285714}",43.260870000000004
Suspended particulate (TSP),[ 31.974656 -81.134277],"{'Commercial and Services': 0.22695035460992907, 'Residential': 0.7092198581560284, 'Mixed forest land': 0.06382978723404255}",42.1
Suspended particulate (TSP),[ 32.038821 -81.103723],"{'Commercial and Services': 0.05660377358490566, 'Residential': 0.9433962264150944}",66.95082
Suspended particulate (TSP),[ 32.054375 -81.123167],"{'Commercial and Services': 0.05, 'Residential': 0.46, 'Industrial and commercial complexes': 0.49}",42.866667
Suspended particulate (TSP),[ 32.082985 -81.096501],"{'Commercial and Services': 0.72, 'Residential': 0.07, 'Streams and canals': 0.14, 'Industrial': 0.07}",54.528302000000004
Suspended particulate (TSP),[ 32.149647 -81.181502],"{'Forested wetland': 0.11, 'Reservoirs': 0.12, 'Evergreen forest land': 0.04, 'Mixed forest land': 0.44, 'Commercial and Services': 0.2, 'Transitional areas': 0.09}",57.166667000000004
Suspended particulate (TSP),[ 32.062124 -81.067043],"{'Residential': 0.8, 'Other urban or built-up land': 0.2}",51.122807
Suspended particulate (TSP),[ 32.110759 -81.161847],"{'Commercial and Services': 0.16346153846153846, 'Residential': 0.27884615384615385, 'Other urban or built-up land': 0.038461538461538464, 'Mixed forest land': 0.5192307692307693}",42.240741
Suspended particulate (TSP),[ 32.06215  -81.212335],"{'Mixed urban or built-up land': 0.27, 'Cropland and pasture': 0.06, 'Mixed forest land': 0.67}",57.948276
Suspended particulate (TSP),[ 32.141593 -81.159557],"{'Residential': 0.21100917431192662, 'Deciduous forest land': 0.6513761467889908, 'Other urban or built-up land': 0.09174311926605505, 'Mixed forest land': 0.045871559633027525}",33.964286
Suspended particulate (TSP),[ 32.090457 -81.130378],"{'Commercial and Services': 0.03, 'Residential': 0.35, 'Industrial': 0.31, 'Transportation, communications and services': 0.31}",65.57627099999999
Suspended particulate (TSP),[ 33.945948 -83.372102],"{'Commercial and Services': 0.47, 'Other urban or built-up land': 0.31, 'Evergreen forest land': 0.22}",103.5
Suspended particulate (TSP),[ 33.609867 -84.391028],"{'Residential': 0.23, 'Industrial and commercial complexes': 0.6, 'Transportation, communications and services': 0.15, 'Strip mines, quarries and gravel pits': 0.02}",34.142857
Suspended particulate (TSP),[ 33.945658 -84.534932],"{'Residential': 0.92, 'Other urban or built-up land': 0.08}",60.716667
Suspended particulate (TSP),[ 33.883437 -84.515488],"{'Commercial and Services': 0.01, 'Residential': 0.99}",52.135593
Suspended particulate (TSP),[ 31.512974 -82.76153 ],"{'Forested wetland': 0.13, 'Evergreen forest land': 0.87}",46.355932
Suspended particulate (TSP),[ 31.166853 -83.766285],{'Evergreen forest land': 1.0},35.8
Suspended particulate (TSP),[ 33.388172 -84.81688 ],"{'Industrial': 0.07, 'Evergreen forest land': 0.2, 'Mixed forest land': 0.05, 'Commercial and Services': 0.02, 'Residential': 0.62, 'Transitional areas': 0.04}",40.584906
Suspended particulate (TSP),[ 31.974063 -83.788505],"{'Commercial and Services': 0.11214953271028037, 'Residential': 0.7850467289719626, 'Mixed forest land': 0.102803738317757}",53.213115
Suspended particulate (TSP),[ 33.789272 -84.235754],"{'Commercial and Services': 0.03, 'Residential': 0.94, 'Transportation, communications and services': 0.03}",51.631578999999995
Suspended particulate (TSP),[ 33.901389 -84.279903],"{'Commercial and Services': 0.004784688995215311, 'Residential': 0.03349282296650718, 'Industrial and commercial complexes': 0.45933014354066987, 'Transportation, communications and services': 0.4784688995215311, 'Mixed forest land': 0.023923444976076555}",62.45901600000001
Suspended particulate (TSP),[ 31.552674 -84.169352],"{'Commercial and Services': 0.1, 'Residential': 0.14, 'Industrial and commercial complexes': 0.67, 'Deciduous forest land': 0.02, 'Cropland and pasture': 0.07}",62.454544999999996
Suspended particulate (TSP),[ 32.29214  -81.234279],"{'Commercial and Services': 0.11, 'Residential': 0.35, 'Forested wetland': 0.035, 'Evergreen forest land': 0.5, 'Mixed urban or built-up land': 0.005}",46.565217
Suspended particulate (TSP),[ 34.98567  -84.375193],"{'Commercial and Services': 0.03, 'Residential': 0.46, 'Deciduous forest land': 0.51}",58.457627
Suspended particulate (TSP),[ 34.26054 -85.32333],"{'Residential': 0.18095238095238095, 'Mixed forest land': 0.1523809523809524, 'Evergreen forest land': 0.6190476190476191, 'Strip mines, quarries and gravel pits': 0.047619047619047616}",49.824560999999996
Suspended particulate (TSP),[ 34.259538 -85.178562],"{'Commercial and Services': 0.1, 'Mixed urban or built-up land': 0.6, 'Other urban or built-up land': 0.13, 'Residential': 0.17}",50.272727
Suspended particulate (TSP),[ 34.297606 -83.161262],"{'Cropland and pasture': 0.12, 'Mixed forest land': 0.88}",47.714286
Suspended particulate (TSP),[ 33.752625 -84.383325],"{'Commercial and Services': 0.48, 'Transportation, communications and services': 0.52}",68.62745100000001
Suspended particulate (TSP),[ 33.741253 -84.5527  ],"{'Industrial and commercial complexes': 0.84, 'Evergreen forest land': 0.06, 'Mixed forest land': 0.1}",44.471697999999996
Suspended particulate (TSP),[ 33.686219 -84.366593],"{'Residential': 0.21, 'Other urban or built-up land': 0.29, 'Transportation, communications and services': 0.5}",41.261905
Suspended particulate (TSP),[ 33.819564 -84.389708],"{'Residential': 0.49504950495049505, 'Other urban or built-up land': 0.009900990099009901, 'Transportation, communications and services': 0.49504950495049505}",33.978722999999995
Suspended particulate (TSP),[ 33.791495 -84.412428],"{'Industrial and commercial complexes': 0.4429223744292237, 'Transportation, communications and services': 0.5570776255707762}",58.46551700000001
Suspended particulate (TSP),[ 33.770662 -84.387427],"{'Commercial and Services': 0.34, 'Industrial and commercial complexes': 0.055, 'Cropland and pasture': 0.105, 'Transportation, communications and services': 0.5}",56.203704
Suspended particulate (TSP),[ 33.803162 -84.471041],"{'Industrial': 0.03, 'Deciduous forest land': 0.05, 'Commercial and Services': 0.1, 'Residential': 0.195, 'Transportation, communications and services': 0.5, 'Evergreen forest land': 0.125}",51.18
Suspended particulate (TSP),[ 33.80233  -84.435576],"{'Residential': 0.25, 'Industrial and commercial complexes': 0.035, 'Other urban or built-up land': 0.005, 'Transportation, communications and services': 0.71}",68.40678
Suspended particulate (TSP),[ 33.762884 -84.42215 ],"{'Residential': 0.49, 'Industrial and commercial complexes': 0.005, 'Transportation, communications and services': 0.5, 'Strip mines, quarries and gravel pits': 0.005}",58.51666700000001
Suspended particulate (TSP),[ 33.822605 -84.452707],"{'Commercial and Services': 0.07, 'Strip mines, quarries and gravel pits': 0.015, 'Industrial': 0.09, 'Transportation, communications and services': 0.79, 'Industrial and commercial complexes': 0.035}",59.96551700000001
Suspended particulate (TSP),[ 33.690665 -84.514375],"{'Residential': 0.5094339622641509, 'Mixed forest land': 0.4339622641509434, 'Strip mines, quarries and gravel pits': 0.05660377358490566}",60.714286
Suspended particulate (TSP),[ 33.652609 -84.383537],"{'Industrial': 0.085, 'Deciduous forest land': 0.25, 'Industrial and commercial complexes': 0.105, 'Commercial and Services': 0.025, 'Residential': 0.035, 'Transportation, communications and services': 0.5}",41.235294
Suspended particulate (TSP),[ 33.616499 -84.437427],"{'Commercial and Services': 0.02142857142857143, 'Residential': 0.4, 'Transportation, communications and services': 0.5214285714285715, 'Transitional areas': 0.05714285714285714}",41.465753
Suspended particulate (TSP),[ 33.563445 -84.581042],"{'Commercial and Services': 0.4, 'Residential': 0.3, 'Other urban or built-up land': 0.14, 'Cropland and pasture': 0.06, 'Mixed forest land': 0.1}",51.717391
Suspended particulate (TSP),[ 31.147175 -81.492879],"{'Commercial and Services': 0.75, 'Residential': 0.22, 'Streams and canals': 0.03}",52.827586
